nama_tempat,alamat,latitude,longitude,url_tempat,id_review,rating_bintang,nama_reviewer,url_review,isi_review,tanggal_review,rating_layanan,rating_makanan,rating_suasana,panjang_review,sentimen
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChdDSUhNMG9nS0VJQ0FnSUNYOE5YQjhBRRAB,1,Jelita,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNYOE5YQjhBRRAB!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgICX8NXB8AE%7CCgwIxJ6quAYQgM2EgQE%7C?hl=id,"Tmpt nya kurng aman CCTV tdk mengarahkan ke meja konsumen tpi ke atap meja payung percuma psang CCTV gk guna Kebersihan sangat kurng nampan jorok, meja sudah kosong tidak langsung di bersihkan Smpe sya mnta tlong sma ptugas tpi gk denger apa pura2 gk denger Sya komplain yg maju bukan manager tpi karyawan biasa Jdi gk ada solusi dri pihak miegacoan",2024-10-12,1.0,1.0,1.0,349,negatif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChdDSUhNMG9nS0VJQ0FnSUNYMEpqUW53RRAB,5,Tataaa0612,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNYMEpqUW53RRAB!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgICX0JjQnwE%7CCgwIo7ypuAYQyJ75nwI%7C?hl=id,Enakk,2024-10-12,5.0,5.0,5.0,5,positif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChdDSUhNMG9nS0VJQ0FnSURucjZpYzZnRRAB,5,ALFIANTO AZHARI PANDAWA,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURucjZpYzZnRRAB!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgIDnr6ic6gE%7CCgwIppCluAYQ6JP7oAM%7C?hl=id,Kepedasan,2024-10-11,5.0,5.0,5.0,9,positif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChZDSUhNMG9nS0VJQ0FnSURuMUtmbmFnEAE,3,Hafizha ar-rumaisha,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURuMUtmbmFnEAE!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgIDn1Kfnag%7CCgwIoqiguAYQ4OSLuwI%7C?hl=id,Pelayanannya kurang ramah,2024-10-10,3.0,5.0,3.0,25,netral
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChdDSUhNMG9nS0VJQ0FnSURuMjczT3ZnRRAB,5,Septi Nabila,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURuMjczT3ZnRRAB!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgIDn273OvgE%7CCgwI-ZyfuAYQ2K3ihAI%7C?hl=id,"karyawan ramah, pelayanan cepat",2024-10-10,5.0,4.0,4.0,31,positif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChdDSUhNMG9nS0VJQ0FnSURuNjVpaGx3RRAB,5,Naura Yasmin,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURuNjVpaGx3RRAB!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgIDn65ihlwE%7CCgwIkIaeuAYQ0KPtiAM%7C?hl=id,Enak,2024-10-10,5.0,5.0,5.0,4,positif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChZDSUhNMG9nS0VJQ0FnSURuNjZqVUJREAE,4,via Olivia,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURuNjZqVUJREAE!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgIDn66jUBQ%7CCgsIhoWeuAYQwIP6TQ%7C?hl=id,mantap,2024-10-10,4.0,4.0,4.0,6,positif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChdDSUhNMG9nS0VJQ0FnSURuZzk2R3V3RRAB,5,iin indriyanii,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURuZzk2R3V3RRAB!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgIDng96GuwE%7CCgsI4eWYuAYQ4PLeCA%7C?hl=id,Makanannya enak tempatnya nyaman,2024-10-09,5.0,5.0,5.0,32,positif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChZDSUhNMG9nS0VJQ0FnSURuamZ1X1ZnEAE,5,Ayu Fibri,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURuamZ1X1ZnEAE!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgIDnjfu_Vg%7CCgwI7f6UuAYQyJ-shAE%7C?hl=id,"mantap, enak banget, pelayanan cepat cuma mie nya kadang dingin ngegumpel",2024-10-08,5.0,4.0,5.0,73,positif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChdDSUhNMG9nS0VJQ0FnSURuOWNhWDZRRRAB,5,Salwa Salsabila,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURuOWNhWDZRRRAB!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgIDn9caX6QE%7CCgwI26uUuAYQyKTUhAE%7C?hl=id,pelayanan nya ramah dan tempat nya nyaman,2024-10-08,5.0,5.0,5.0,41,positif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChdDSUhNMG9nS0VJQ0FnSURudGFyWWh3RRAB,5,Akhmad Zadam Husien,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURudGFyWWh3RRAB!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgIDntarYhwE%7CCgwI1-2TuAYQsKv21AM%7C?hl=id,"Makanan cukup lambat penyajianya, antara mie dengan produk tambahan nggak terlalu sinkron waktu penyajianya, dan juga kalau bisa dalam rentang waktu beberapa jam langsung dibereskan makanan yang sudah selesai dimakan, mohon maaf, tapi memang selera makan tergantung dengan suasana sekitar, untungnya makananya nggak dingin, jadi masih kebantu lah",2024-10-08,3.0,5.0,3.0,346,positif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChZDSUhNMG9nS0VJQ0FnSUM5aThTQ0NnEAE,5,Salsabila Mutiaraputri,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM5aThTQ0NnEAE!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgIC9i8SCCg%7CCgwI3b6TuAYQ2Ins2AI%7C?hl=id,Nice tingkatkan,2024-10-08,5.0,5.0,5.0,15,positif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChdDSUhNMG9nS0VJQ0FnSURuMVpIMnVnRRAB,5,Feronica Nurmala Shinta,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURuMVpIMnVnRRAB!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgIDn1ZH2ugE%7CCgsI5buTuAYQgPuxXw%7C?hl=id,Makanan dan minumannya enak.,2024-10-08,5.0,5.0,5.0,28,positif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChZDSUhNMG9nS0VJQ0FnSURudWFhcFZBEAE,1,61_Qisti Farhani,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURudWFhcFZBEAE!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgIDnuaapVA%7CCgsI-ZGQuAYQwKnxMA%7C?hl=id,"gacoan skrng keras, gada rasa, rasanya pedes doang, gada kecap nya warna nya pucet",2024-10-07,1.0,1.0,1.0,82,negatif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChdDSUhNMG9nS0VJQ0FnSURucWFTSV93RRAB,5,sahira mesiela,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURucWFTSV93RRAB!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgIDnqaSI_wE%7CCgwIlr-OuAYQ4MnoogE%7C?hl=id,"pelayannya ramah banget,terus juga baik2",2024-10-07,5.0,5.0,5.0,42,positif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChZDSUhNMG9nS0VJQ0FnSURuc2JYNlBnEAE,5,Eka lisma Yuniar,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURuc2JYNlBnEAE!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgIDnsbX6Pg%7CCgsIqvyMuAYQqNq7dQ%7C?hl=id,"gua bukan tipe org yg suka komen2 ksh ulasan , tp masukan aja , ini resto ket nya buka 24 jam tp tiap gua dtg pagi selalu blm ready gua nunggu hampir sejam bukan nunggu makanan nya tp nunggu d layanin nya , tp ydh gpp deh , d evaluasi aja yah kack maaciwww",2024-10-07,4.0,5.0,4.0,259,positif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChdDSUhNMG9nS0VJQ0FnSURuc2FyNzNnRRAB,3,Sakila Afifah,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURuc2FyNzNnRRAB!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgIDnsar73gE%7CCgwI2eOMuAYQ-LuRkwI%7C?hl=id,It would be better if the cashier was more friendly and more careful with the orders. I understand you are tired of working with many customers but please remain professional.,2024-10-07,3.0,4.0,3.0,175,netral
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChdDSUhNMG9nS0VJQ0FnSURuanFHSHdBRRAB,1,Rendy Pahlevi,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURuanFHSHdBRRAB!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgIDnjqGHwAE%7CCgwIjc-GuAYQyNzd3AE%7C?hl=id,lama nunggu pesanan pesanan kurang,2024-10-05,1.0,1.0,1.0,36,negatif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChZDSUhNMG9nS0VJQ0FnSURucHV1cFl3EAE,5,Silvya Atika Sari,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURucHV1cFl3EAE!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgIDnpuupYw%7CCgwIwsyEuAYQ-ObPwgE%7C?hl=id,Enak banget looooo,2024-10-05,5.0,5.0,5.0,18,positif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChZDSUhNMG9nS0VJQ0FnSURucHFQaGRnEAE,5,Muhammad Ridwan,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURucHFQaGRnEAE!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgIDnpqPhdg%7CCgsI38mEuAYQiOixIA%7C?hl=id,"Pelayanan cepat, makanan bersih, enak dan rekomendasi buat makan bareng keluarga",2024-10-05,5.0,5.0,5.0,80,positif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChZDSUhNMG9nS0VJQ0FnSURubEtiZWFREAE,5,Restu Kurniawan,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURubEtiZWFREAE!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgIDnlKbeaQ%7CCgwIio76twYQ-Iah2QI%7C?hl=id,"Mie nya enak, pelayanannya bagus, suasanannya nyaman. Mines kadang meja nya kotor aja",2024-10-03,4.0,5.0,4.0,86,positif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChZDSUhNMG9nS0VJQ0FnSUNuM19pSU9BEAE,5,Bayu Saputra,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNuM19pSU9BEAE!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgICn3_iIOA%7CCgsI-57wtwYQ-OKRaA%7C?hl=id,Terimakasih,2024-10-01,5.0,5.0,5.0,11,positif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChZDSUhNMG9nS0VJQ0FnSUNiME1lSGZnEAE,1,Sujana Sujana,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNiME1lSGZnEAE!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgICb0MeHfg%7CCgwIgcPqtwYQwKmgxQI%7C?hl=id,Lama banget,2024-09-30,1.0,1.0,1.0,11,negatif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChdDSUhNMG9nS0VJQ0FnSUNieDduanFBRRAB,5,Tri Nuryati,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNieDduanFBRRAB!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgICbx7njqAE%7CCgwItrPqtwYQwMqEngM%7C?hl=id,Air mineral sering habis,2024-09-30,5.0,5.0,5.0,24,positif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChZDSUhNMG9nS0VJQ0FnSUNubV9lcUNBEAE,5,ALPRIEALIAN R,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNubV9lcUNBEAE!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgICnm_eqCA%7CCgwI17bptwYQ6JyU8QE%7C?hl=id,Mantap,2024-09-30,5.0,5.0,5.0,6,positif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChdDSUhNMG9nS0VJQ0FnSURqcGNuWW93RRAB,1,abi sate,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURqcGNuWW93RRAB!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgIDjpcnYowE%7CCgsI8KDltwYQqJWIZA%7C?hl=id,"Di marahin juga percuma, buat owner jgn bikin kecewa customer dan driver ojol, terlalu lama menunggu merugikan waktu saja",2024-09-29,1.0,1.0,1.0,121,negatif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChZDSUhNMG9nS0VJQ0FnSUNuazlEZ0N3EAE,5,Anjelina Tungkir,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNuazlEZ0N3EAE!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgICnk9DgCw%7CCgwIoY_ltwYQuMfK1gM%7C?hl=id,Layanannya baik dan cepat makanannya juga enak,2024-09-29,5.0,5.0,5.0,46,positif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChdDSUhNMG9nS0VJQ0FnSUNucmE2UDlBRRAB,5,Habibah Wsm,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNucmE2UDlBRRAB!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgICnra6P9AE%7CCgwIxcPgtwYQ0M6mkAI%7C?hl=id,pelayanan baik dan cepat,2024-09-28,5.0,5.0,5.0,24,positif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChdDSUhNMG9nS0VJQ0FnSURka0lfLW9RRRAB,5,Indah Kesuma Putrie,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURka0lfLW9RRRAB!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgIDdkI_-oQE%7CCgsIqenftwYQkPjqVQ%7C?hl=id,"PelayannyarRamah-ramah dan makanannya enak apalagi varian dimsumnya yang udang keju dan udang rambutan,",2024-09-28,5.0,4.0,4.0,103,positif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChZDSUhNMG9nS0VJQ0FnSUNudGQ2U2VBEAE,5,salsabilalista Indriyani utari,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNudGQ2U2VBEAE!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgICntd6SeA%7CCgwInPbetwYQuP7D8QI%7C?hl=id,Mantepp,2024-09-28,5.0,5.0,5.0,7,positif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChdDSUhNMG9nS0VJQ0FnSUNudGQ3WThnRRAB,5,Nia Ramadhani,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNudGQ3WThnRRAB!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgICntd7Y8gE%7CCgwIlPbetwYQuOmiqwI%7C?hl=id,Oke,2024-09-28,5.0,5.0,5.0,3,positif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChZDSUhNMG9nS0VJQ0FnSUNuMlpmNUxnEAE,5,Lara Novita,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNuMlpmNUxnEAE!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgICn2Zf5Lg%7CCgsIu57btwYQuMHEOA%7C?hl=id,Enaaakkkk,2024-09-27,5.0,5.0,5.0,9,positif
Mie Gacoan Kedaton,"Jl. ZA. Pagar Alam, Gedong Meneng, Kec. Kedaton, Kota Bandar Lampung, Lampung, Indonesia",-5.3780492,105.251074,https://www.google.com/maps/search/?api=1&query=Mie%20Gacoan%20Kedaton&query_place_id=ChIJHf7VHJzbQC4RYz0hGHH0vRY,ChZDSUhNMG9nS0VJQ0FnSUNuMmJ2UllnEAE,5,Elin Gusbriana,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNuMmJ2UllnEAE!2m1!1s0x0:0x16bdf47118213d63!3m1!1s2@1:CIHM0ogKEICAgICn2bvRYg%7CCgwIg5zbtwYQ6Mr0uAM%7C?hl=id,Udang keju nya enak,2024-09-27,5.0,5.0,5.0,19,positif
